Annual_Income,Employment_Length,Debt_to_Income,Credit_Score,Loan_Amount,Loan_Term,Home_Ownership,Default
85451.59,21,0.0,664.0,4600,36,MORTGAGE,0
283922.08,38,29.53,699.0,27100,60,MORTGAGE,0
89681.35,9,12.84,687.0,11700,60,RENT,0
39181.78,20,9.94,634.0,41700,36,MORTGAGE,0
48441.89,5,17.35,671.0,33900,60,MORTGAGE,0
47728.93,0,8.04,688.0,38600,36,RENT,0
24396.1,33,18.53,638.0,37000,36,OWN,0
50764.62,13,31.04,678.0,47800,36,MORTGAGE,0
86371.63,35,0.76,640.0,7000,36,MORTGAGE,0
31662.36,26,19.78,596.0,21700,60,MORTGAGE,0
101138.01,8,18.93,679.0,49500,60,MORTGAGE,0
76411.42,5,25.69,726.0,17700,36,MORTGAGE,1
41476.54,30,18.64,712.0,35900,60,MORTGAGE,0
55783.6,16,30.06,715.0,48100,36,MORTGAGE,0
133140.59,35,34.19,736.0,42400,60,RENT,0
86402.67,20,30.86,687.0,49400,36,RENT,0
60137.68,26,13.23,643.0,2000,36,OWN,0
53165.15,40,39.95,655.0,2100,36,RENT,1
62212.08,27,9.04,665.0,33500,60,RENT,0
46356.57,15,27.73,632.0,44900,36,MORTGAGE,0
20902.53,34,32.11,679.0,32000,60,MORTGAGE,0
166223.57,35,41.41,660.0,18300,60,OWN,0
64709.45,34,30.69,579.0,18100,36,RENT,1
73062.73,18,13.04,727.0,25200,36,RENT,1
58165.41,20,29.8,695.0,28500,36,OWN,0
41458.23,32,19.28,576.0,35500,36,MORTGAGE,1
54558.99,22,31.66,636.0,35000,36,MORTGAGE,0
26911.33,5,22.56,649.0,34400,36,MORTGAGE,0
186940.05,31,34.92,693.0,29400,36,RENT,0
32297.46,21,20.92,763.0,39800,60,RENT,0
35739.68,2,30.03,612.0,9000,36,MORTGAGE,1
48043.9,34,14.46,615.0,46200,36,MORTGAGE,0
114009.59,15,32.47,746.0,49000,36,RENT,0
60310.08,24,0.0,661.0,3300,60,RENT,0
32271.25,16,27.7,716.0,30500,36,MORTGAGE,0
112102.53,38,24.32,669.0,3700,60,RENT,0
86292.7,12,22.16,738.0,26400,60,MORTGAGE,0
78371.65,27,0.0,662.0,47600,36,RENT,0
85636.52,10,15.71,671.0,44800,36,RENT,0
198229.54,9,32.69,642.0,26900,60,MORTGAGE,0
178536.34,38,12.23,778.0,8000,60,MORTGAGE,0
42473.78,23,5.98,625.0,8800,36,MORTGAGE,0
134853.26,37,9.9,622.0,25400,36,MORTGAGE,0
72517.57,23,32.55,755.0,43600,36,MORTGAGE,0
76845.17,32,25.24,708.0,9400,60,RENT,0
25690.19,16,34.88,732.0,1400,36,RENT,0
54984.53,35,27.62,633.0,30600,36,RENT,1
39878.32,34,11.98,692.0,47600,36,MORTGAGE,0
90583.69,5,38.92,748.0,40400,36,RENT,0
102287.24,15,14.56,624.0,44800,60,MORTGAGE,0
21221.22,27,12.39,666.0,10600,36,RENT,1
59218.1,40,23.17,647.0,22000,36,MORTGAGE,1
104917.62,31,24.81,662.0,29000,36,RENT,0
54538.41,25,29.0,627.0,2400,60,MORTGAGE,0
86209.17,10,17.26,699.0,3600,36,MORTGAGE,0
71366.42,24,34.72,662.0,49400,36,MORTGAGE,0
71028.05,30,14.11,627.0,4800,36,MORTGAGE,0
52278.61,20,9.66,738.0,37700,36,RENT,0
32588.33,2,1.04,660.0,38300,60,RENT,0
34174.5,11,18.29,580.0,16200,60,RENT,0
85363.7,39,28.96,643.0,31900,60,MORTGAGE,0
60459.51,40,27.76,596.0,7900,36,RENT,1
55867.82,24,23.69,637.0,33300,60,RENT,0
48438.73,16,15.79,683.0,29300,36,MORTGAGE,0
51400.62,37,32.97,698.0,4100,36,MORTGAGE,0
101058.61,35,21.31,723.0,31500,36,OWN,0
50633.97,35,24.42,635.0,9900,36,MORTGAGE,0
30621.81,18,8.76,639.0,47300,36,MORTGAGE,0
86840.28,1,1.87,699.0,23100,60,RENT,0
54044.42,16,29.11,711.0,35700,60,MORTGAGE,0
60821.46,29,45.67,663.0,42900,36,RENT,1
133758.22,9,24.92,718.0,6100,36,RENT,0
59261.77,34,29.17,642.0,21500,60,MORTGAGE,0
69188.63,35,28.95,565.0,15500,36,RENT,1
33207.74,32,21.23,704.0,1700,60,RENT,0
53646.17,0,4.96,696.0,48000,60,RENT,0
81207.51,17,27.84,671.0,44900,60,MORTGAGE,0
27510.23,3,35.79,663.0,21500,60,RENT,0
66199.13,26,25.95,730.0,19000,60,MORTGAGE,0
62968.86,24,18.45,671.0,29300,60,MORTGAGE,0
61123.01,27,24.97,526.0,10100,60,MORTGAGE,0
100567.0,21,20.15,579.0,38200,36,RENT,0
70772.04,24,33.96,740.0,34700,36,MORTGAGE,0
125371.42,16,23.04,714.0,49600,36,RENT,0
36432.09,11,28.15,717.0,7000,60,MORTGAGE,0
64084.79,15,32.27,746.0,49000,60,RENT,0
62456.99,36,28.21,742.0,47700,60,OWN,0
35079.52,15,21.62,589.0,19300,36,MORTGAGE,0
96581.98,16,5.9,669.0,7400,60,RENT,0
191441.33,30,25.4,649.0,2800,36,MORTGAGE,0
59367.19,14,30.3,678.0,46500,36,MORTGAGE,0
77073.17,12,4.96,607.0,33300,36,RENT,0
62458.6,39,25.2,673.0,22800,60,RENT,0
41906.98,26,21.11,577.0,38800,36,RENT,0
24091.63,20,0.0,634.0,7400,36,RENT,0
42070.97,1,24.34,736.0,38300,36,RENT,0
29852.41,7,34.83,622.0,41100,36,RENT,0
140371.96,6,21.29,652.0,4100,60,RENT,0
56525.39,9,0.23,675.0,12300,36,RENT,0
50364.42,3,24.59,676.0,22500,36,OWN,0
93393.49,40,31.97,695.0,37800,60,MORTGAGE,0
34170.72,35,12.48,619.0,44600,36,MORTGAGE,0
40805.33,34,18.6,632.0,44400,36,MORTGAGE,0
61947.1,2,17.3,674.0,45500,60,MORTGAGE,0
100146.01,17,21.9,729.0,21700,36,MORTGAGE,0
76944.72,23,16.99,639.0,7200,60,MORTGAGE,1
67789.5,31,34.18,663.0,47000,36,MORTGAGE,0
62259.03,33,33.93,574.0,6400,36,RENT,0
73139.07,1,14.64,652.0,38900,36,RENT,0
66225.87,1,34.18,682.0,23000,36,MORTGAGE,0
35775.33,9,4.2,703.0,41600,36,RENT,0
61269.63,22,12.58,631.0,13300,36,OWN,1
35001.83,14,26.92,668.0,47200,60,RENT,0
62351.39,11,21.57,684.0,22000,36,MORTGAGE,0
47083.41,16,22.15,576.0,25700,60,RENT,1
213137.08,17,24.48,633.0,22700,36,MORTGAGE,0
58691.65,13,15.87,695.0,16700,36,MORTGAGE,0
29669.66,16,33.24,659.0,27300,36,MORTGAGE,0
55988.96,14,27.67,673.0,8900,36,MORTGAGE,0
77627.68,11,19.7,629.0,20500,60,RENT,0
138231.07,15,30.0,614.0,12500,60,MORTGAGE,0
44590.4,31,25.3,688.0,26400,36,OWN,0
27140.6,22,18.32,663.0,24000,60,RENT,0
90076.85,37,17.89,581.0,36100,36,RENT,0
30022.45,33,9.26,651.0,1200,36,MORTGAGE,1
48142.58,33,14.63,755.0,39600,36,MORTGAGE,0
52637.8,15,18.89,697.0,39300,36,RENT,0
57825.39,33,21.59,625.0,13800,60,MORTGAGE,0
84506.37,39,11.64,685.0,37400,36,MORTGAGE,0
42539.27,6,21.15,653.0,1200,36,MORTGAGE,1
52215.54,32,15.33,750.0,40600,36,MORTGAGE,0
59448.45,3,13.62,614.0,6200,36,RENT,0
64524.42,6,25.93,736.0,35500,60,RENT,0
62875.61,17,22.47,611.0,49400,36,MORTGAGE,0
74458.92,3,19.4,691.0,1200,36,RENT,0
91301.25,10,25.85,711.0,39400,36,OWN,1
72861.6,19,7.92,732.0,46200,36,RENT,0
75116.29,10,8.73,713.0,7300,36,OWN,0
27143.38,14,16.7,578.0,4600,36,MORTGAGE,1
61396.85,16,18.97,671.0,44300,60,OWN,0
76096.21,33,27.64,700.0,40600,36,MORTGAGE,0
86203.89,11,13.72,732.0,49500,36,MORTGAGE,0
42354.27,27,13.93,607.0,39500,36,MORTGAGE,0
43065.62,34,30.89,616.0,44100,36,OWN,0
44933.98,7,9.17,591.0,28900,36,MORTGAGE,0
78292.49,26,30.16,675.0,33700,60,RENT,1
100402.31,21,20.09,694.0,24600,36,MORTGAGE,0
48838.29,23,12.22,684.0,42200,36,RENT,0
94275.93,1,9.04,666.0,45500,60,RENT,0
63687.27,30,18.13,666.0,34800,36,MORTGAGE,0
56266.64,21,26.53,663.0,43400,36,RENT,0
53868.86,0,19.86,656.0,19800,60,MORTGAGE,0
86968.88,13,29.17,586.0,25100,36,MORTGAGE,0
70459.19,24,28.89,625.0,22400,60,MORTGAGE,1
186822.21,35,28.05,720.0,15000,60,MORTGAGE,0
39100.39,35,28.48,639.0,30500,36,MORTGAGE,1
77578.91,40,14.67,650.0,2200,60,MORTGAGE,0
45954.15,2,27.81,728.0,28400,36,MORTGAGE,1
38768.24,4,41.31,715.0,41300,36,MORTGAGE,0
59549.69,0,29.77,633.0,43900,36,RENT,1
64130.56,18,16.12,746.0,11500,36,MORTGAGE,0
257580.3,32,14.2,689.0,33000,36,MORTGAGE,0
54607.53,29,21.14,708.0,3200,36,MORTGAGE,0
34027.04,11,27.71,657.0,26300,36,MORTGAGE,0
68631.39,9,21.79,641.0,21600,36,OWN,0
21219.59,33,8.93,689.0,25800,36,MORTGAGE,0
57183.55,15,27.58,624.0,47400,36,RENT,1
60355.82,39,29.38,662.0,37700,60,RENT,0
89080.9,28,11.22,678.0,21900,60,MORTGAGE,0
97422.37,14,29.61,660.0,13400,60,RENT,0
46546.88,10,21.21,597.0,41100,36,OWN,0
55530.79,33,24.87,694.0,36500,36,RENT,0
40820.5,35,25.04,708.0,32800,36,MORTGAGE,0
34063.06,29,22.88,667.0,16100,36,MORTGAGE,0
69908.84,34,16.01,635.0,14000,36,RENT,0
31672.6,8,25.0,766.0,2900,36,MORTGAGE,0
48663.6,17,20.46,654.0,43200,36,OWN,0
36403.24,18,23.29,648.0,12400,36,OWN,0
78813.66,38,17.27,529.0,27800,60,OWN,1
147371.97,3,23.95,626.0,15700,36,RENT,0
31232.23,5,20.0,715.0,1400,36,RENT,0
23706.17,32,9.98,816.0,17400,36,RENT,0
56249.73,31,25.37,733.0,21100,36,RENT,0
60345.94,15,30.8,618.0,1700,36,MORTGAGE,0
66791.4,10,24.11,696.0,22800,60,MORTGAGE,0
47898.51,21,18.29,646.0,11400,36,RENT,0
54159.05,35,24.08,650.0,12800,36,MORTGAGE,0
71952.05,22,13.4,609.0,24100,60,MORTGAGE,0
100731.66,25,28.03,706.0,41500,36,MORTGAGE,0
22527.13,30,28.94,587.0,25100,60,OWN,1
49788.05,28,19.75,551.0,32300,60,RENT,0
66629.61,4,21.35,652.0,16800,36,RENT,1
37835.83,37,10.0,533.0,19700,36,RENT,0
142284.64,24,25.95,647.0,28100,36,MORTGAGE,0
43577.45,33,17.88,694.0,36200,36,RENT,0
58650.63,11,0.0,726.0,20200,60,MORTGAGE,0
79063.85,21,21.31,707.0,48000,36,MORTGAGE,0
44549.56,8,19.08,653.0,17900,36,OWN,0
23782.69,19,10.08,624.0,41500,60,MORTGAGE,0
48323.47,28,29.92,619.0,32800,36,MORTGAGE,1
100179.64,28,15.87,755.0,11500,36,MORTGAGE,0
50592.19,26,12.89,604.0,38900,36,RENT,0
39213.75,16,31.23,668.0,44400,60,RENT,0
95114.44,4,24.23,709.0,43600,60,OWN,0
50747.24,12,10.42,567.0,37600,60,RENT,0
46393.73,14,20.08,544.0,17300,60,MORTGAGE,1
64519.84,14,12.36,701.0,20500,60,RENT,0
88024.91,17,7.63,605.0,34600,60,MORTGAGE,0
196979.86,1,6.9,709.0,3100,36,RENT,0
90546.43,22,27.04,634.0,30500,60,MORTGAGE,0
106928.96,12,12.26,695.0,12100,36,OWN,0
46491.13,3,10.37,685.0,43800,36,RENT,0
35848.82,24,17.94,710.0,40700,60,RENT,0
61769.54,10,45.87,693.0,42200,60,RENT,0
63170.01,11,24.87,682.0,37200,36,RENT,1
34917.51,12,28.41,746.0,45600,36,RENT,0
54849.74,8,10.73,619.0,21800,36,MORTGAGE,0
73105.49,37,24.48,677.0,6900,36,MORTGAGE,0
71696.46,5,20.15,719.0,33100,36,MORTGAGE,0
77044.92,9,13.17,542.0,33600,60,MORTGAGE,0
69250.27,22,18.02,749.0,9700,36,RENT,0
46466.91,14,13.77,657.0,17400,36,RENT,0
46307.06,22,21.52,686.0,7000,36,MORTGAGE,0
32876.86,39,18.03,633.0,35900,36,RENT,0
146149.82,36,13.8,710.0,47500,36,RENT,0
60278.16,33,17.73,683.0,12000,60,MORTGAGE,0
53507.31,15,28.86,612.0,11100,36,MORTGAGE,1
37631.77,40,8.63,639.0,1000,60,RENT,0
259841.98,31,14.7,724.0,4300,36,RENT,0
35008.14,37,23.43,733.0,19700,60,MORTGAGE,0
48318.8,39,14.12,647.0,5100,60,RENT,0
73711.82,4,32.66,610.0,21000,60,RENT,0
80830.24,16,31.57,694.0,12400,36,OWN,0
96661.07,21,32.1,665.0,36100,60,RENT,0
147827.93,38,26.56,728.0,1000,36,RENT,0
77116.98,40,29.77,638.0,40800,36,MORTGAGE,0
35312.23,17,20.24,591.0,12900,36,MORTGAGE,0
52655.58,27,14.35,746.0,9100,36,MORTGAGE,0
69836.79,12,14.92,649.0,39300,36,MORTGAGE,1
168402.63,0,4.49,645.0,9900,36,RENT,0
29765.26,18,16.51,622.0,8600,60,MORTGAGE,0
109238.44,33,17.1,753.0,2300,36,MORTGAGE,1
65509.94,3,18.3,786.0,13000,36,MORTGAGE,0
91027.35,2,45.22,639.0,1000,60,RENT,0
56897.27,40,12.75,659.0,5800,36,RENT,0
39292.29,9,17.81,678.0,19900,36,OWN,0
87154.39,27,41.55,584.0,34000,60,MORTGAGE,1
83051.44,33,13.12,651.0,47400,36,RENT,0
97346.15,38,9.71,774.0,22200,36,MORTGAGE,0
59477.16,18,18.09,654.0,33400,36,RENT,0
44359.8,35,13.09,727.0,14700,36,MORTGAGE,0
27463.32,2,30.92,651.0,19700,36,MORTGAGE,0
90191.15,22,21.51,572.0,3400,36,OWN,0
74009.2,16,9.06,724.0,6300,36,RENT,0
36942.16,6,23.19,643.0,33100,36,MORTGAGE,0
45739.3,25,21.94,736.0,3400,60,MORTGAGE,0
47411.52,17,6.27,675.0,1300,36,RENT,0
28524.19,5,24.46,655.0,25200,60,MORTGAGE,1
39781.56,30,24.99,685.0,5800,36,RENT,1
33964.96,28,6.54,678.0,45000,60,RENT,0
48715.89,8,7.88,579.0,23100,36,RENT,0
41384.07,34,16.5,716.0,34300,36,RENT,0
26542.37,16,13.78,652.0,26000,36,RENT,0
164603.55,11,25.96,692.0,43000,36,RENT,0
112001.82,35,15.67,703.0,5300,60,MORTGAGE,0
40558.08,23,18.24,707.0,14300,60,RENT,1
68611.17,9,9.42,725.0,31700,36,OWN,0
73771.85,29,29.49,707.0,34800,36,RENT,0
108612.62,28,12.4,595.0,47400,60,MORTGAGE,0
39763.21,38,9.68,658.0,37100,60,RENT,0
103368.28,9,20.52,634.0,31900,36,MORTGAGE,0
45526.39,38,30.74,673.0,35000,36,RENT,0
30701.56,27,24.53,647.0,24500,36,MORTGAGE,0
85997.05,17,14.35,779.0,11400,36,RENT,0
114162.62,40,15.95,615.0,1500,36,MORTGAGE,1
218371.82,16,6.51,696.0,7300,36,RENT,0
32864.14,10,39.25,664.0,33200,36,MORTGAGE,0
84919.57,0,35.52,654.0,5500,60,RENT,0
48781.16,16,22.88,665.0,24100,36,RENT,0
88581.59,35,19.88,785.0,17800,60,MORTGAGE,0
28702.95,35,8.74,673.0,10100,60,RENT,0
31844.35,8,18.54,733.0,43500,60,MORTGAGE,0
40621.9,27,28.91,639.0,32700,36,MORTGAGE,0
62285.38,32,27.29,709.0,44700,36,MORTGAGE,0
43454.05,2,15.49,623.0,20100,36,MORTGAGE,0
83243.65,7,28.01,633.0,26000,36,MORTGAGE,0
100052.2,5,31.57,591.0,33900,36,MORTGAGE,0
80804.57,5,20.35,623.0,16300,36,OWN,0
134510.0,28,29.82,689.0,32200,36,MORTGAGE,0
73711.44,36,36.5,751.0,34500,36,RENT,0
32583.19,11,39.15,652.0,24900,36,RENT,0
118383.93,8,14.0,695.0,49200,60,RENT,0
44241.65,40,24.43,721.0,47600,60,OWN,0
94391.78,18,27.03,663.0,4200,36,MORTGAGE,1
131513.81,16,19.81,637.0,17600,60,RENT,0
75232.91,31,32.44,631.0,35500,36,MORTGAGE,1
28336.91,34,20.56,711.0,44300,60,RENT,0
37831.37,13,18.47,668.0,1000,60,RENT,0
116003.1,15,6.86,690.0,34600,36,MORTGAGE,0
55019.26,20,3.1,624.0,25500,36,MORTGAGE,0
62304.37,11,16.5,738.0,36600,60,MORTGAGE,0
87501.59,23,0.0,770.0,35700,36,OWN,0
84809.38,33,32.44,686.0,3200,36,MORTGAGE,0
68830.34,7,28.89,719.0,8700,36,RENT,0
53942.06,20,26.9,636.0,2700,36,RENT,0
51208.75,7,31.13,731.0,23000,60,MORTGAGE,0
91945.33,27,17.25,707.0,16300,36,RENT,0
78966.96,15,22.21,614.0,14500,36,MORTGAGE,0
52646.23,9,16.29,690.0,14400,60,MORTGAGE,0
102853.01,14,31.09,703.0,32500,36,RENT,0
56133.21,3,0.0,678.0,31400,36,MORTGAGE,0
39111.39,25,31.09,687.0,17700,36,RENT,0
40966.69,14,1.79,660.0,2500,36,MORTGAGE,0
36703.58,35,17.94,651.0,1500,60,MORTGAGE,0
52249.99,31,9.5,680.0,27600,36,MORTGAGE,0
110953.02,37,18.64,665.0,26300,60,RENT,0
40032.72,3,14.47,630.0,21400,36,RENT,0
65790.97,40,16.15,727.0,18500,36,OWN,0
43116.25,8,25.47,635.0,7000,36,OWN,0
52567.09,34,22.25,659.0,46900,36,OWN,0
28140.9,27,29.99,631.0,43200,36,MORTGAGE,0
53622.87,36,24.18,624.0,46600,36,MORTGAGE,0
54347.14,8,4.11,745.0,33400,60,MORTGAGE,0
78444.29,1,43.52,603.0,41400,60,OWN,0
66945.92,2,0.14,692.0,7000,36,OWN,0
32886.05,4,23.15,651.0,24800,60,MORTGAGE,0
102960.34,9,27.36,705.0,37400,36,MORTGAGE,1
66512.92,27,22.93,664.0,8000,36,OWN,0
66118.03,14,18.0,697.0,37200,36,OWN,0
59599.88,13,34.87,684.0,41500,60,MORTGAGE,1
46217.85,22,31.23,694.0,10500,60,RENT,1
66762.79,12,19.79,759.0,28900,36,RENT,0
75947.24,15,15.51,581.0,39700,36,MORTGAGE,0
24998.03,29,11.83,657.0,41300,60,RENT,0
45735.02,39,12.62,615.0,7600,36,MORTGAGE,0
52708.21,7,19.4,631.0,27700,36,RENT,0
68055.94,16,3.44,625.0,41500,60,RENT,1
108733.53,29,19.93,667.0,24400,36,MORTGAGE,0
40705.95,16,28.03,718.0,37800,36,RENT,0
46677.57,34,14.37,646.0,37000,36,RENT,0
46338.71,0,19.77,682.0,48700,36,MORTGAGE,0
40104.19,23,23.07,707.0,43100,36,MORTGAGE,0
50332.52,24,24.84,624.0,15500,60,MORTGAGE,0
88027.2,1,18.0,638.0,6200,36,RENT,0
35351.01,24,37.61,659.0,5200,36,MORTGAGE,1
74154.59,13,20.03,584.0,39600,36,MORTGAGE,0
25566.77,38,6.71,753.0,44700,60,RENT,0
45221.64,32,16.14,665.0,13400,36,RENT,0
50779.87,16,32.98,695.0,28400,36,MORTGAGE,0
138334.49,30,32.2,677.0,23600,36,MORTGAGE,0
52187.53,9,2.8,699.0,21800,60,MORTGAGE,0
19917.98,5,17.02,639.0,18400,36,MORTGAGE,0
22038.71,38,14.72,678.0,19300,36,RENT,0
60901.6,24,27.79,735.0,27100,36,MORTGAGE,0
81380.05,37,8.62,566.0,42300,60,RENT,0
72238.46,36,35.6,707.0,41600,36,RENT,1
65106.85,29,5.3,645.0,48800,60,RENT,0
107058.4,33,18.6,626.0,43200,36,MORTGAGE,1
45716.03,17,7.95,592.0,21300,36,OWN,0
93662.7,23,26.57,684.0,48400,36,RENT,0
26475.96,26,0.0,668.0,10000,60,MORTGAGE,0
38083.11,26,18.29,630.0,12900,36,RENT,0
24257.46,38,18.09,589.0,15100,36,RENT,0
52186.41,20,11.04,673.0,16900,36,RENT,1
58505.11,18,32.19,673.0,27100,36,MORTGAGE,1
63389.32,38,37.04,701.0,15500,36,RENT,0
61755.71,22,15.97,705.0,29200,36,MORTGAGE,0
37655.09,38,21.29,719.0,12700,36,MORTGAGE,0
54441.37,14,13.83,702.0,10000,36,RENT,0
28318.67,1,7.37,573.0,37600,36,RENT,0
118375.2,34,8.82,683.0,45900,36,MORTGAGE,0
51440.8,19,9.09,717.0,42100,36,OWN,0
46889.87,27,32.49,708.0,2800,36,MORTGAGE,0
132517.52,14,24.3,807.0,5500,60,RENT,0
32172.8,15,10.47,702.0,29500,36,MORTGAGE,0
34105.24,32,11.36,591.0,8400,36,MORTGAGE,1
34609.72,11,10.03,580.0,9200,60,RENT,1
57876.36,38,1.21,672.0,11800,60,MORTGAGE,0
74296.25,38,25.19,682.0,11600,36,RENT,0
86667.8,19,18.73,650.0,28600,60,MORTGAGE,0
216641.17,28,37.1,734.0,30300,60,MORTGAGE,0
19443.8,2,0.0,522.0,21400,36,MORTGAGE,0
81175.42,4,28.48,653.0,35100,36,MORTGAGE,0
45316.87,1,29.37,550.0,5600,60,RENT,0
44658.16,22,30.68,627.0,31100,36,MORTGAGE,0
43919.51,25,22.46,646.0,26600,36,RENT,0
38010.4,25,29.23,713.0,16000,36,MORTGAGE,0
139004.62,6,23.06,626.0,31900,36,RENT,0
91230.88,9,12.51,672.0,21400,60,MORTGAGE,0
60572.6,4,15.99,644.0,1200,60,RENT,0
117654.53,11,15.72,677.0,25700,60,RENT,0
28105.92,31,31.64,635.0,18800,36,MORTGAGE,0
30780.83,30,32.79,644.0,47300,36,RENT,0
20151.14,21,28.15,616.0,28600,36,OWN,0
42204.95,16,20.61,681.0,48900,36,RENT,0
64915.99,19,0.0,727.0,30400,60,RENT,0
63033.98,19,28.24,673.0,38800,36,MORTGAGE,0
64516.16,7,27.82,772.0,39800,36,OWN,0
29568.7,33,22.85,660.0,12100,36,MORTGAGE,0
89462.73,22,24.79,718.0,29500,36,OWN,0
67495.33,37,11.88,634.0,34300,36,RENT,0
86381.36,27,16.57,672.0,32100,60,RENT,0
23239.74,12,11.79,636.0,2000,60,RENT,0
69964.65,28,18.45,612.0,32000,36,MORTGAGE,0
33061.26,7,28.77,620.0,34100,36,MORTGAGE,0
49086.45,10,24.39,684.0,2000,36,RENT,0
78212.32,17,9.56,740.0,25200,60,MORTGAGE,0
62664.28,24,38.32,699.0,47900,36,MORTGAGE,0
39113.78,21,21.73,678.0,22000,60,MORTGAGE,0
60062.24,34,13.26,627.0,23400,36,MORTGAGE,0
27840.09,28,16.99,679.0,46800,36,RENT,0
106418.39,20,14.45,650.0,21800,36,MORTGAGE,0
54033.42,6,22.26,609.0,48200,36,RENT,0
104744.04,11,6.77,636.0,19800,36,RENT,0
46015.53,35,22.94,659.0,40400,36,MORTGAGE,0
46083.58,23,28.4,638.0,3900,36,MORTGAGE,0
40859.99,31,26.6,677.0,20100,60,OWN,0
92789.33,26,22.65,660.0,45600,36,OWN,0
41994.1,31,25.76,677.0,1200,36,OWN,0
82644.02,31,23.92,661.0,41500,36,RENT,1
49452.79,31,30.47,664.0,23500,36,RENT,1
22292.78,25,17.6,601.0,15400,36,MORTGAGE,0
45019.14,10,10.86,736.0,36500,36,RENT,0
33204.67,17,23.66,577.0,6200,36,RENT,1
60897.74,38,30.84,795.0,5900,36,MORTGAGE,0
33017.6,4,16.09,682.0,37400,36,MORTGAGE,0
95128.85,15,35.98,601.0,23000,36,RENT,0
57208.75,10,23.82,674.0,10100,36,MORTGAGE,0
54786.66,34,29.28,679.0,36800,36,OWN,1
83112.14,10,8.38,751.0,37300,36,MORTGAGE,0
96950.27,22,27.91,612.0,27900,60,RENT,1
59275.46,33,24.68,602.0,42700,36,RENT,0
40716.95,16,41.12,680.0,26800,36,RENT,0
24661.91,9,25.16,662.0,38300,36,MORTGAGE,0
42487.92,17,26.54,737.0,6100,36,MORTGAGE,0
43975.76,7,11.8,614.0,38700,36,RENT,1
63166.46,25,23.17,617.0,10400,60,OWN,0
50383.88,2,31.46,760.0,17300,36,MORTGAGE,0
84454.35,23,16.53,675.0,24900,36,MORTGAGE,0
44068.85,2,12.88,627.0,31600,36,RENT,0
58190.62,37,40.09,705.0,21500,36,OWN,1
108227.82,1,17.22,579.0,44800,36,MORTGAGE,0
71033.91,34,29.05,692.0,22800,36,RENT,0
58103.5,16,15.22,638.0,16100,60,MORTGAGE,0
44312.75,8,15.62,639.0,42600,36,RENT,0
43624.94,35,18.77,728.0,38300,36,MORTGAGE,0
39131.9,21,25.73,683.0,42900,36,MORTGAGE,0
45683.69,30,31.68,608.0,18300,60,RENT,0
87363.51,33,14.39,680.0,38200,36,MORTGAGE,0
53586.68,23,31.21,674.0,4700,36,RENT,1
30488.76,8,21.38,643.0,7200,36,MORTGAGE,0
144941.38,1,18.24,640.0,37600,36,MORTGAGE,0
70261.73,20,25.59,685.0,36100,36,RENT,0
29629.58,33,34.29,691.0,15700,36,OWN,0
48005.72,26,25.16,688.0,45300,60,MORTGAGE,0
63287.5,36,12.73,635.0,10300,36,RENT,0
140406.36,6,21.46,679.0,46800,60,RENT,0
34404.54,21,25.62,549.0,44900,36,MORTGAGE,0
97540.25,3,14.07,760.0,11500,60,RENT,0
120540.76,13,22.81,654.0,37300,36,RENT,0
43724.89,33,12.82,638.0,16400,36,MORTGAGE,0
52116.83,22,26.34,601.0,8300,36,RENT,0
35662.16,24,34.65,703.0,25300,60,RENT,1
54082.69,0,19.19,719.0,35600,36,RENT,0
58788.7,14,27.45,641.0,36400,60,RENT,0
83268.45,31,30.25,620.0,4300,36,RENT,0
103268.92,13,15.71,682.0,23200,60,MORTGAGE,0
41190.05,40,24.23,646.0,3600,36,MORTGAGE,0
22389.28,20,31.38,688.0,23100,60,MORTGAGE,0
59241.5,6,36.37,663.0,1100,36,MORTGAGE,1
69339.41,35,17.22,663.0,28400,36,RENT,0
67826.54,20,8.73,706.0,31500,36,MORTGAGE,0
50851.42,39,25.84,588.0,13000,36,RENT,1
63727.79,11,22.29,656.0,45600,36,MORTGAGE,0
127736.19,14,20.3,695.0,44300,36,RENT,0
72465.59,14,14.81,652.0,21800,36,RENT,0
49677.92,16,28.84,680.0,2500,36,MORTGAGE,0
46625.42,33,14.11,676.0,31300,60,RENT,0
54999.19,34,13.25,712.0,34300,60,RENT,0
135722.82,38,18.68,673.0,18000,36,RENT,0
54630.61,37,29.29,567.0,10600,36,MORTGAGE,1
59284.48,13,6.44,592.0,17300,60,RENT,0
47044.22,4,9.85,688.0,32900,36,MORTGAGE,0
103724.3,29,11.8,690.0,28000,36,RENT,0
159519.05,3,39.83,678.0,29000,60,RENT,0
75004.74,14,22.83,667.0,22500,36,RENT,0
62404.11,38,9.57,638.0,31600,60,MORTGAGE,0
60985.5,34,18.69,638.0,13400,36,RENT,0
18175.81,9,27.73,619.0,18200,36,OWN,0
86905.4,1,40.0,663.0,4000,36,RENT,0
64028.48,23,4.62,677.0,29300,36,MORTGAGE,0
74174.15,27,9.25,670.0,27500,60,RENT,0
41951.48,21,16.62,647.0,1900,36,MORTGAGE,0
49403.25,31,16.97,701.0,14600,36,RENT,0
48751.32,30,16.81,709.0,27400,60,RENT,0
99788.83,18,18.88,747.0,35700,60,OWN,0
49544.18,20,40.29,657.0,2200,36,MORTGAGE,1
169622.42,2,7.34,665.0,44500,36,MORTGAGE,0
74267.68,5,21.6,671.0,3700,36,MORTGAGE,1
