Annual_Income,Employment_Length,Debt_to_Income,Credit_Score,Loan_Amount,Loan_Term,Income_to_Loan_Ratio,Monthly_Income,Est_Monthly_Debt,Disposable_Income,Home_Ownership_MORTGAGE,Home_Ownership_OWN,Home_Ownership_RENT
13668.86,12,19.17,709.0,23600,36,0.5791889830508474,1139.0716666666667,218.36003850000003,920.7116281666667,0.0,1.0,0.0
49548.64,33,19.36,673.0,40000,36,1.238716,4129.053333333333,799.3847253333333,3329.668608,0.0,0.0,1.0
38066.94,14,23.2,667.0,37000,36,1.0288362162162163,3172.2450000000003,735.9608400000001,2436.28416,0.0,0.0,1.0
46286.64,30,20.19,702.0,3300,36,14.026254545454545,3857.22,778.772718,3078.4472819999996,0.0,0.0,1.0
171075.61,13,38.49,687.0,43100,60,3.9692716937354984,14256.300833333333,5487.25019075,8769.050642583334,1.0,0.0,0.0
105235.34,13,29.44,664.0,16100,36,6.536356521739131,8769.611666666666,2581.7736746666665,6187.837991999999,0.0,0.0,1.0
75600.81,37,11.63,608.0,34200,60,2.21055,6300.0675,732.6978502500001,5567.3696497500005,1.0,0.0,0.0
102648.18,3,33.18,830.0,48800,36,2.10344631147541,8554.015,2838.2221769999996,5715.792823,0.0,0.0,1.0
24730.49,5,11.1,762.0,20000,60,1.2365245,2060.874166666667,228.75703250000004,1832.1171341666668,1.0,0.0,0.0
77454.18,15,27.88,616.0,26200,60,2.9562664122137403,6454.514999999999,1799.5187819999999,4654.996217999999,1.0,0.0,0.0
71322.12,19,17.18,720.0,43400,60,1.6433668202764975,5943.509999999999,1021.095018,4922.414981999999,1.0,0.0,0.0
49391.25,35,17.4,606.0,21500,60,2.2972674418604653,4115.9375,716.1731249999999,3399.764375,0.0,1.0,0.0
42665.35,16,4.29,750.0,9900,60,4.309631313131313,3555.445833333333,152.52862625,3402.9172070833333,0.0,1.0,0.0
46151.5,11,18.03,599.0,49400,36,0.9342408906882591,3845.9583333333335,693.4262875000001,3152.5320458333335,0.0,0.0,1.0
29068.12,6,22.31,695.0,14400,36,2.0186194444444445,2422.3433333333332,540.4247976666667,1881.9185356666667,1.0,0.0,0.0
113248.74,11,12.71,651.0,13000,60,8.71144153846154,9437.395,1199.4929045000001,8237.9020955,0.0,1.0,0.0
45279.16,16,29.82,662.0,20800,36,2.1768826923076925,3773.263333333334,1125.1871260000003,2648.0762073333335,1.0,0.0,0.0
55130.57,36,21.89,614.0,40400,60,1.3646180693069307,4594.214166666667,1005.6734810833334,3588.5406855833335,0.0,0.0,1.0
34967.51,35,29.61,848.0,1200,36,29.139591666666668,2913.959166666667,862.82330925,2051.135857416667,1.0,0.0,0.0
110209.84,14,14.01,735.0,38400,60,2.8700479166666666,9184.153333333334,1286.6998820000001,7897.453451333334,1.0,0.0,0.0
26485.75,16,12.23,548.0,9000,36,2.942861111111111,2207.1458333333335,269.9339354166667,1937.2118979166667,0.0,0.0,1.0
84465.86,24,28.73,713.0,32900,36,2.5673513677811552,7038.821666666667,2022.2534648333333,5016.568201833334,0.0,0.0,1.0
80520.34,23,8.01,628.0,49700,60,1.6201275653923541,6710.028333333333,537.4732695,6172.5550638333325,0.0,0.0,1.0
88572.6,1,9.16,783.0,24200,60,3.66002479338843,7381.05,676.10418,6704.94582,1.0,0.0,0.0
59585.52,36,21.5,672.0,21000,60,2.837405714285714,4965.46,1067.5739,3897.8860999999997,0.0,0.0,1.0
31212.61,1,22.72,621.0,2600,36,12.00485,2601.0508333333332,590.9587493333332,2010.0920839999999,1.0,0.0,0.0
102263.21,25,15.62,645.0,6200,60,16.49406612903226,8521.934166666668,1331.1261168333335,7190.808049833335,0.0,1.0,0.0
74779.67,2,16.48,596.0,21200,36,3.527342924528302,6231.639166666667,1026.9741346666667,5204.665032,0.0,0.0,1.0
44411.8,28,40.38,662.0,2300,36,19.309478260869568,3700.9833333333336,1494.4570700000004,2206.526263333333,1.0,0.0,0.0
104229.64,30,24.81,717.0,18500,36,5.634034594594595,8685.803333333333,2154.947807,6530.855526333333,0.0,0.0,1.0
45279.07,36,28.12,672.0,47800,36,0.9472608786610879,3773.255833333333,1061.0395403333332,2712.216293,1.0,0.0,0.0
65675.5,28,16.78,666.0,15200,60,4.3207565789473685,5472.958333333333,918.3624083333333,4554.595925,0.0,0.0,1.0
66282.4,17,13.96,683.0,18800,60,3.5256595744680848,5523.533333333333,771.0852533333333,4752.448079999999,1.0,0.0,0.0
66981.37,17,31.18,641.0,20600,60,3.2515228155339804,5581.780833333333,1740.3992638333334,3841.3815695,1.0,0.0,0.0
55625.52,1,9.31,556.0,18000,36,3.0903066666666663,4635.46,431.561326,4203.898674,1.0,0.0,0.0
35851.41,19,4.28,735.0,21900,60,1.637050684931507,2987.6175000000003,127.87002900000003,2859.747471,1.0,0.0,0.0
60639.04,9,21.98,666.0,6100,36,9.940826229508197,5053.253333333333,1110.7050826666666,3942.5482506666667,0.0,0.0,1.0
125234.04,12,9.92,742.0,6300,36,19.878419047619047,10436.17,1035.2680639999999,9400.901936,1.0,0.0,0.0
41993.89,9,16.49,612.0,2000,36,20.996945,3499.4908333333333,577.0660384166666,2922.4247949166665,0.0,0.0,1.0
70409.48,23,12.69,612.0,21100,36,3.3369421800947867,5867.456666666666,744.5802509999999,5122.876415666666,0.0,0.0,1.0
77679.35,4,29.28,677.0,33300,60,2.3327132132132133,6473.279166666667,1895.37614,4577.903026666667,1.0,0.0,0.0
55777.24,15,30.05,716.0,5700,60,9.785480701754386,4648.1033333333335,1396.7550516666668,3251.3482816666665,0.0,0.0,1.0
39874.52,5,9.72,745.0,4800,36,8.307191666666666,3322.8766666666666,322.983612,2999.8930546666666,1.0,0.0,0.0
75319.7,12,24.11,622.0,33900,60,2.22182005899705,6276.641666666666,1513.2983058333332,4763.3433608333335,1.0,0.0,0.0
61986.29,19,18.47,650.0,4200,36,14.758640476190477,5165.524166666667,954.0723135833333,4211.451853083334,0.0,0.0,1.0
80621.02,14,13.01,727.0,42400,36,1.9014391509433963,6718.418333333334,874.0662251666668,5844.352108166668,0.0,0.0,1.0
67675.76,20,23.09,692.0,14500,36,4.667293793103448,5639.6466666666665,1302.1944153333334,4337.452251333333,1.0,0.0,0.0
106386.72,21,15.87,715.0,28900,60,3.681201384083045,8865.56,1406.9643719999997,7458.595628,1.0,0.0,0.0
37715.31,10,14.05,639.0,44300,36,0.8513613995485326,3142.9424999999997,441.58342125,2701.3590787499998,1.0,0.0,0.0
83756.58,10,12.95,707.0,3300,36,25.38078181818182,6979.715,903.8730925000001,6075.8419075,0.0,0.0,1.0
77384.57,3,24.81,769.0,16300,36,4.747519631901841,6448.714166666668,1599.9259847500002,4848.788181916667,1.0,0.0,0.0
64547.13,7,26.06,675.0,5900,60,10.940191525423728,5378.9275,1401.7485064999998,3977.1789934999997,1.0,0.0,0.0
43192.9,0,24.81,630.0,19700,36,2.192532994923858,3599.4083333333333,893.0132074999999,2706.3951258333336,1.0,0.0,0.0
105755.85,11,14.87,693.0,42500,60,2.4883729411764706,8812.987500000001,1310.4912412500003,7502.496258750001,1.0,0.0,0.0
59059.92,11,20.06,684.0,20200,36,2.923758415841584,4921.66,987.284996,3934.375004,0.0,1.0,0.0
95011.6,12,19.01,680.0,14100,60,6.738411347517731,7917.633333333334,1505.142096666667,6412.491236666667,1.0,0.0,0.0
54357.05,16,22.36,641.0,25700,60,2.1150603112840467,4529.754166666667,1012.8530316666667,3516.901135,0.0,1.0,0.0
53813.33,14,0.0,668.0,26400,36,2.0383837121212123,4484.444166666667,0.0,4484.444166666667,1.0,0.0,0.0
44424.78,12,33.13,611.0,18200,60,2.440921978021978,3702.065,1226.4941345000002,2475.5708655,0.0,0.0,1.0
35111.47,21,7.58,590.0,32600,60,1.0770389570552148,2925.9558333333334,221.7874521666667,2704.1683811666667,0.0,0.0,1.0
85224.09,0,21.11,671.0,31100,36,2.7403244372990354,7102.0075,1499.2337832499998,5602.77371675,0.0,0.0,1.0
53713.55,27,13.29,705.0,45800,60,1.1727849344978167,4476.129166666667,594.87756625,3881.2516004166664,0.0,0.0,1.0
13895.56,35,25.58,704.0,40200,36,0.34566069651741294,1157.9633333333334,296.20702066666666,861.7563126666666,1.0,0.0,0.0
52708.21,7,19.4,631.0,27700,36,1.902823465703971,4392.350833333333,852.1160616666665,3540.2347716666663,0.0,0.0,1.0
65666.24,16,27.96,602.0,1000,60,65.66624,5472.186666666667,1530.0233920000003,3942.1632746666673,1.0,0.0,0.0
128957.87,11,17.26,721.0,28900,60,4.462210034602076,10746.489166666666,1854.8440301666667,8891.6451365,0.0,0.0,1.0
25322.82,27,30.85,634.0,23300,60,1.0868163090128755,2110.235,651.0074975,1459.2275025000001,1.0,0.0,0.0
87531.15,17,24.38,656.0,33900,36,2.5820398230088495,7294.2625,1778.3411975,5515.9213025,0.0,1.0,0.0
63929.27,33,34.78,622.0,3700,60,17.27818108108108,5327.439166666666,1852.8833421666664,3474.5558244999997,0.0,1.0,0.0
42031.11,3,20.31,607.0,18000,60,2.335061666666667,3502.5925,711.3765367499999,2791.21596325,0.0,0.0,1.0
43215.55,38,11.23,694.0,11000,36,3.928686363636364,3601.2958333333336,404.4255220833334,3196.87031125,0.0,0.0,1.0
70404.91,20,13.14,684.0,19600,36,3.5920872448979595,5867.075833333333,770.9337645,5096.142068833333,0.0,0.0,1.0
33325.71,32,12.0,604.0,37400,36,0.8910617647058823,2777.1425,333.2571,2443.8854,1.0,0.0,0.0
113129.12,23,31.75,627.0,3600,36,31.424755555555553,9427.426666666666,2993.2079666666664,6434.218699999999,0.0,0.0,1.0
76533.78,15,33.04,651.0,8400,36,9.111164285714285,6377.815,2107.230076,4270.584924,1.0,0.0,0.0
123785.85,26,21.04,686.0,14000,36,8.84184642857143,10315.487500000001,2170.3785700000003,8145.10893,0.0,0.0,1.0
57529.08,20,6.11,674.0,36600,60,1.571832786885246,4794.09,292.918899,4501.171101,1.0,0.0,0.0
79564.42,18,16.77,727.0,39700,36,2.004141561712846,6630.368333333333,1111.9127694999997,5518.455563833333,1.0,0.0,0.0
167501.53,33,31.63,741.0,10500,36,15.952526666666667,13958.460833333333,4415.061161583332,9543.399671750001,1.0,0.0,0.0
34891.51,28,0.0,630.0,17700,60,1.9712717514124294,2907.6258333333335,0.0,2907.6258333333335,1.0,0.0,0.0
61806.94,0,24.81,713.0,4100,60,15.074863414634146,5150.578333333334,1277.8584845,3872.719848833334,1.0,0.0,0.0
60572.6,4,15.99,644.0,1200,60,50.47716666666667,5047.716666666666,807.129895,4240.586771666666,0.0,0.0,1.0
103845.71,12,20.69,646.0,22800,36,4.5546364035087725,8653.809166666668,1790.4731165833336,6863.336050083334,0.0,0.0,1.0
46692.62,29,23.26,663.0,1200,36,38.910516666666666,3891.0516666666667,905.0586176666668,2985.9930489999997,1.0,0.0,0.0
79974.6,5,18.17,684.0,43400,60,1.8427327188940092,6664.55,1210.9487350000002,5453.601265,0.0,0.0,1.0
113603.52,5,27.98,632.0,42200,36,2.69202654028436,9466.960000000001,2648.8554080000004,6818.104592000001,0.0,0.0,1.0
61700.23,15,5.78,675.0,38500,36,1.6026033766233767,5141.685833333334,297.1894411666667,4844.496392166668,0.0,0.0,1.0
35286.04,7,18.02,630.0,24800,36,1.4228241935483872,2940.5033333333336,529.8787006666668,2410.624632666667,1.0,0.0,0.0
27268.99,24,3.12,678.0,11300,60,2.4131849557522127,2272.4158333333335,70.89937400000001,2201.5164593333334,1.0,0.0,0.0
212178.85,5,8.83,611.0,32600,36,6.508553680981596,17681.570833333335,1561.2827045833335,16120.288128750002,1.0,0.0,0.0
53801.81,38,21.69,687.0,24200,60,2.2232152892561983,4483.484166666666,972.4677157499999,3511.016450916666,1.0,0.0,0.0
34146.06,11,26.45,654.0,48100,36,0.7098972972972972,2845.5049999999997,752.6360725,2092.8689274999997,0.0,0.0,1.0
34745.12,33,28.39,605.0,30200,36,1.1505006622516558,2895.4266666666667,822.0116306666666,2073.4150360000003,1.0,0.0,0.0
111556.07,13,19.48,660.0,35800,36,3.116091340782123,9296.339166666667,1810.9268696666666,7485.412297,1.0,0.0,0.0
90540.97,17,13.71,757.0,14600,36,6.2014363013698635,7545.080833333333,1034.43058225,6510.650251083333,0.0,0.0,1.0
44229.29,6,36.96,654.0,34400,36,1.2857351744186047,3685.7741666666666,1362.2621319999998,2323.5120346666668,1.0,0.0,0.0
25905.48,17,20.65,664.0,3900,36,6.642430769230769,2158.79,445.79013499999996,1712.999865,1.0,0.0,0.0
54533.16,7,25.77,667.0,5600,36,9.738064285714286,4544.43,1171.099611,3373.330389,1.0,0.0,0.0
43274.27,3,12.72,719.0,32300,36,1.339760681114551,3606.1891666666666,458.707262,3147.4819046666667,1.0,0.0,0.0
64915.99,19,0.0,727.0,30400,60,2.135394407894737,5409.6658333333335,0.0,5409.6658333333335,0.0,0.0,1.0
62255.6,24,19.54,725.0,13500,36,4.611525925925926,5187.966666666666,1013.7286866666666,4174.23798,1.0,0.0,0.0
116311.64,3,3.57,649.0,10700,60,10.870246728971962,9692.636666666667,346.027129,9346.609537666667,1.0,0.0,0.0
38760.95,37,19.32,675.0,4200,36,9.228797619047619,3230.0791666666664,624.051295,2606.027871666666,1.0,0.0,0.0
46545.0,12,22.74,597.0,5700,36,8.16578947368421,3878.75,882.02775,2996.72225,1.0,0.0,0.0
70351.0,21,28.79,636.0,47900,36,1.468705636743215,5862.583333333333,1687.8377416666665,4174.745591666667,0.0,0.0,1.0
132865.02,22,25.14,754.0,22400,60,5.931474107142857,11072.085,2783.522169,8288.562831,1.0,0.0,0.0
26876.76,14,15.78,632.0,7900,36,3.4021215189873417,2239.73,353.429394,1886.300606,0.0,0.0,1.0
45903.39,29,19.4,654.0,45100,36,1.0178135254988914,3825.2825,742.1048049999998,3083.177695,0.0,0.0,1.0
117167.63,3,17.43,705.0,48800,36,2.400976024590164,9763.969166666668,1701.8598257500003,8062.109340916668,1.0,0.0,0.0
93493.93,31,30.71,608.0,39900,36,2.3432062656641603,7791.160833333332,2392.6654919166663,5398.495341416667,0.0,0.0,1.0
75938.78,35,30.8,686.0,23300,36,3.2591751072961372,6328.231666666667,1949.0953533333334,4379.136313333333,1.0,0.0,0.0
41162.87,37,25.96,615.0,19800,60,2.0789328282828285,3430.2391666666667,890.4900876666667,2539.749079,1.0,0.0,0.0
41740.01,35,23.82,663.0,24200,36,1.7247938016528928,3478.334166666667,828.5391985000001,2649.794968166667,1.0,0.0,0.0
48280.65,23,26.61,669.0,31400,36,1.5376003184713376,4023.3875000000003,1070.62341375,2952.76408625,1.0,0.0,0.0
75793.76,36,31.27,627.0,26500,36,2.860141886792453,6316.1466666666665,1975.0590626666665,4341.087604,0.0,0.0,1.0
87531.8,2,4.32,695.0,23100,36,3.7892554112554113,7294.316666666667,315.11448,6979.202186666666,0.0,0.0,1.0
55368.23,12,22.77,685.0,18700,36,2.960867914438503,4614.019166666667,1050.61216425,3563.4070024166667,1.0,0.0,0.0
37756.22,22,38.82,591.0,42900,36,0.8800983682983683,3146.351666666667,1221.4137170000001,1924.9379496666668,0.0,1.0,0.0
91962.41,39,2.96,723.0,20200,60,4.552594554455446,7663.534166666667,226.84061133333336,7436.693555333334,1.0,0.0,0.0
74402.98,38,3.38,641.0,31100,60,2.3923787781350483,6200.248333333333,209.56839366666662,5990.6799396666665,0.0,0.0,1.0
93630.96,1,16.49,629.0,42600,60,2.1979098591549295,7802.580000000001,1286.645442,6515.934558000001,1.0,0.0,0.0
54277.21,21,36.25,683.0,31100,36,1.7452479099678457,4523.100833333333,1639.6240520833333,2883.4767812499995,0.0,1.0,0.0
197596.8,17,30.17,682.0,42700,60,4.627559718969555,16466.399999999998,4967.91288,11498.487119999998,0.0,1.0,0.0
45196.12,39,14.58,643.0,45200,36,0.9999141592920354,3766.3433333333337,549.132858,3217.2104753333338,1.0,0.0,0.0
86545.19,16,28.57,636.0,1900,60,45.5501,7212.099166666667,2060.4967319166667,5151.602434750001,1.0,0.0,0.0
86772.73,12,11.53,612.0,49100,36,1.7672653767820774,7231.060833333333,833.7413140833332,6397.31951925,0.0,1.0,0.0
63647.89,39,27.44,635.0,23700,36,2.6855649789029536,5303.990833333333,1455.4150846666669,3848.575748666666,0.0,1.0,0.0
74924.99,35,26.8,690.0,23500,36,3.188297446808511,6243.749166666667,1673.324776666667,4570.42439,1.0,0.0,0.0
26974.53,33,15.56,669.0,15300,60,1.7630411764705882,2247.8775,349.7697390000001,1898.107761,0.0,1.0,0.0
35510.92,14,25.18,756.0,12800,36,2.774290625,2959.2433333333333,745.1374713333335,2214.105862,1.0,0.0,0.0
64084.79,15,32.27,746.0,49000,60,1.3078528571428572,5340.399166666667,1723.3468110833337,3617.0523555833333,0.0,0.0,1.0
135941.82,31,18.95,746.0,37800,36,3.5963444444444446,11328.485,2146.7479075,9181.7370925,0.0,0.0,1.0
13064.73,13,13.58,613.0,44600,36,0.2929311659192825,1088.7275,147.8491945,940.8783054999999,1.0,0.0,0.0
85626.2,39,6.69,644.0,4700,36,18.218340425531913,7135.516666666666,477.366065,6658.150601666666,1.0,0.0,0.0
46145.45,15,15.85,682.0,18800,60,2.4545452127659573,3845.4541666666664,609.5044854166666,3235.9496812499997,1.0,0.0,0.0
38934.48,6,21.6,775.0,7200,36,5.407566666666667,3244.5400000000004,700.8206400000001,2543.71936,1.0,0.0,0.0
16157.3,34,27.01,678.0,27700,36,0.5832960288808664,1346.4416666666666,363.6738941666667,982.7677724999999,1.0,0.0,0.0
29104.34,16,15.91,638.0,29000,36,1.0035979310344827,2425.3616666666667,385.8750411666666,2039.4866255000002,0.0,0.0,1.0
56147.15,16,26.25,733.0,42700,36,1.3149215456674472,4678.929166666667,1228.2189062500001,3450.7102604166666,1.0,0.0,0.0
90216.05,38,21.46,589.0,35000,36,2.5776014285714286,7518.004166666667,1613.3636941666668,5904.640472499999,1.0,0.0,0.0
57928.23,34,0.0,714.0,14600,36,3.96768698630137,4827.3525,0.0,4827.3525,0.0,1.0,0.0
25996.26,8,15.87,654.0,21800,36,1.192488990825688,2166.355,343.80053849999996,1822.5544615000001,1.0,0.0,0.0
50455.53,8,28.32,624.0,43700,60,1.1545887871853546,4204.6275,1190.7505079999999,3013.8769919999995,0.0,1.0,0.0
69035.58,16,28.62,656.0,42000,36,1.6437042857142858,5752.965,1646.498583,4106.466417,0.0,0.0,1.0
66945.59,4,10.17,665.0,47200,60,1.4183387711864406,5578.799166666667,567.36387525,5011.435291416667,1.0,0.0,0.0
41994.1,31,25.76,677.0,1200,36,34.99508333333333,3499.508333333333,901.4733466666667,2598.0349866666666,0.0,1.0,0.0
40687.26,18,16.94,664.0,13500,36,3.0138711111111114,3390.605,574.3684870000001,2816.236513,0.0,0.0,1.0
104654.2,4,27.58,622.0,36700,36,2.8516130790190735,8721.183333333332,2405.3023633333332,6315.880969999999,1.0,0.0,0.0
44592.35,25,7.18,641.0,8900,36,5.010376404494382,3716.0291666666667,266.8108941666667,3449.2182725000002,0.0,0.0,1.0
60901.6,24,27.79,735.0,27100,36,2.247291512915129,5075.133333333333,1410.3795533333332,3664.75378,1.0,0.0,0.0
62404.11,38,9.57,638.0,31600,60,1.9748136075949367,5200.3425,497.67277725,4702.66972275,1.0,0.0,0.0
52039.01,24,18.45,705.0,10700,36,4.863458878504673,4336.5841666666665,800.0997787499999,3536.4843879166665,0.0,0.0,1.0
60793.5,27,13.26,608.0,46200,60,1.3158766233766235,5066.125,671.7681749999999,4394.356825,0.0,0.0,1.0
73750.02,36,10.51,710.0,44600,36,1.6535878923766818,6145.835,645.9272585,5499.9077415,1.0,0.0,0.0
40705.32,20,23.39,668.0,7700,36,5.286405194805194,3392.11,793.414529,2598.695471,1.0,0.0,0.0
35775.33,9,4.2,703.0,41600,36,0.8599838942307693,2981.2775,125.21365500000002,2856.063845,0.0,0.0,1.0
85113.94,17,11.24,693.0,2100,36,40.53044761904762,7092.828333333334,797.2339046666667,6295.594428666667,1.0,0.0,0.0
60415.95,9,21.51,615.0,16800,36,3.5961874999999996,5034.662499999999,1082.95590375,3951.706596249999,1.0,0.0,0.0
75858.03,9,29.09,784.0,40200,36,1.887015671641791,6321.5025,1838.9250772499997,4482.57742275,1.0,0.0,0.0
39947.03,23,0.57,657.0,16900,60,2.3637295857988163,3328.9191666666666,18.97483925,3309.9443274166665,0.0,0.0,1.0
42976.89,33,13.18,729.0,7000,36,6.139555714285714,3581.4075,472.02950849999996,3109.3779915,1.0,0.0,0.0
31981.71,19,19.42,661.0,27500,36,1.1629712727272727,2665.1425,517.5706735,2147.5718265,1.0,0.0,0.0
48703.25,14,12.86,657.0,29600,36,1.6453800675675676,4058.6041666666665,521.9364958333333,3536.6676708333334,0.0,0.0,1.0
19200.46,26,8.98,716.0,23600,36,0.813578813559322,1600.0383333333332,143.68344233333332,1456.354891,1.0,0.0,0.0
107354.43,34,23.34,606.0,6100,36,17.5990868852459,8946.2025,2088.0436634999996,6858.1588365,1.0,0.0,0.0
55544.6,31,13.17,675.0,2300,60,24.14982608695652,4628.716666666666,609.601985,4019.114681666666,0.0,0.0,1.0
167225.24,40,37.7,776.0,32400,36,5.161272839506172,13935.436666666666,5253.659623333333,8681.777043333333,1.0,0.0,0.0
53507.23,16,37.99,620.0,48200,36,1.1101085062240665,4458.935833333334,1693.9497230833335,2764.9861102500004,1.0,0.0,0.0
62849.48,24,9.8,649.0,47800,36,1.314842677824268,5237.456666666667,513.2707533333333,4724.185913333334,1.0,0.0,0.0
42002.71,40,25.14,685.0,11000,60,3.8184281818181818,3500.2258333333334,879.9567745,2620.2690588333335,1.0,0.0,0.0
46765.69,34,18.79,626.0,20300,60,2.3037285714285716,3897.1408333333334,732.2727625833332,3164.8680707500002,0.0,0.0,1.0
130630.47,22,9.56,809.0,26900,36,4.856151301115242,10885.8725,1040.689411,9845.183089,1.0,0.0,0.0
158040.83,28,11.76,696.0,46800,36,3.3769408119658118,13170.069166666666,1548.8001339999998,11621.269032666667,1.0,0.0,0.0
40055.68,27,24.58,648.0,8400,36,4.768533333333333,3337.9733333333334,820.4738453333333,2517.499488,1.0,0.0,0.0
119458.83,8,33.92,716.0,12700,36,9.406207086614174,9954.9025,3376.702928,6578.1995719999995,1.0,0.0,0.0
87444.0,2,23.12,662.0,49300,36,1.773711967545639,7287.0,1684.7544,5602.2456,1.0,0.0,0.0
14071.02,36,25.39,680.0,17200,36,0.8180825581395349,1172.585,297.7193315,874.8656685000001,0.0,0.0,1.0
42827.79,19,2.54,645.0,31600,60,1.3553098101265824,3568.9825,90.65215549999999,3478.3303445,1.0,0.0,0.0
71575.47,21,28.47,662.0,15800,36,4.530093037974684,5964.6225,1698.1280257500002,4266.49447425,0.0,0.0,1.0
59663.07,33,25.48,690.0,40000,36,1.49157675,4971.9225,1266.845853,3705.076647,1.0,0.0,0.0
93155.25,3,1.15,612.0,34500,60,2.7001521739130436,7762.9375,89.27378125,7673.66371875,1.0,0.0,0.0
75979.21,34,12.19,680.0,10100,36,7.522694059405941,6331.600833333334,771.8221415833334,5559.778691750001,0.0,0.0,1.0
44312.75,8,15.62,639.0,42600,36,1.040205399061033,3692.7291666666665,576.8042958333333,3115.9248708333334,0.0,0.0,1.0
52455.85,35,8.66,733.0,5500,36,9.537427272727273,4371.320833333333,378.55638416666665,3992.7644491666665,1.0,0.0,0.0
104882.3,7,7.56,665.0,27300,60,3.841842490842491,8740.191666666668,660.75849,8079.433176666667,1.0,0.0,0.0
70318.65,19,22.88,620.0,48800,36,1.4409559426229508,5859.8875,1340.74226,4519.14524,1.0,0.0,0.0
59367.19,14,30.3,678.0,46500,36,1.2767137634408603,4947.265833333334,1499.0215475,3448.244285833334,1.0,0.0,0.0
44934.39,23,16.01,761.0,12000,36,3.7445325,3744.5325,599.49965325,3145.03284675,0.0,1.0,0.0
35957.73,14,18.37,662.0,42000,36,0.8561364285714287,2996.4775000000004,550.4529167500001,2446.0245832500004,0.0,1.0,0.0
44603.45,22,12.13,646.0,35000,36,1.2743842857142855,3716.9541666666664,450.8665404166667,3266.0876262499996,0.0,0.0,1.0
57536.76,34,37.98,737.0,46600,36,1.2346944206008583,4794.7300000000005,1821.038454,2973.6915460000005,0.0,0.0,1.0
36219.12,2,13.2,687.0,7200,36,5.030433333333334,3018.26,398.41032000000007,2619.8496800000003,1.0,0.0,0.0
59384.5,26,23.03,795.0,23200,36,2.559676724137931,4948.708333333333,1139.6875291666665,3809.0208041666665,0.0,0.0,1.0
107038.0,32,7.83,754.0,26600,36,4.023984962406015,8919.833333333334,698.42295,8221.410383333334,1.0,0.0,0.0
59173.19,0,24.47,654.0,27200,36,2.175484926470588,4931.099166666667,1206.6399660833333,3724.4592005833338,1.0,0.0,0.0
98497.92,26,16.52,618.0,32100,60,3.0684710280373833,8208.16,1355.9880319999997,6852.171968000001,0.0,0.0,1.0
84761.9,29,0.0,707.0,32100,36,2.6405576323987536,7063.491666666666,0.0,7063.491666666666,1.0,0.0,0.0
20580.52,30,23.66,721.0,5800,36,3.5483655172413795,1715.0433333333333,405.77925266666665,1309.2640806666666,1.0,0.0,0.0
75648.02,32,8.76,650.0,20100,36,3.7635830845771148,6304.001666666667,552.230546,5751.771120666667,1.0,0.0,0.0
49113.3,37,37.22,633.0,31600,60,1.5542183544303798,4092.775,1523.330855,2569.4441450000004,0.0,0.0,1.0
65070.47,26,11.75,653.0,18600,36,3.498412365591398,5422.5391666666665,637.1483520833333,4785.390814583333,1.0,0.0,0.0
28985.07,16,21.15,710.0,10200,60,2.8416735294117648,2415.4225,510.86185875,1904.5606412500001,1.0,0.0,0.0
82450.34,5,27.22,655.0,33200,36,2.483443975903614,6870.861666666667,1870.2485456666666,5000.613121,1.0,0.0,0.0
30546.65,17,19.95,725.0,3400,36,8.984308823529412,2545.554166666667,507.83805624999997,2037.7161104166669,1.0,0.0,0.0
78217.82,2,12.42,589.0,36600,36,2.1370989071038253,6518.151666666668,809.5544370000001,5708.597229666668,0.0,0.0,1.0
75482.1,20,11.47,726.0,46700,36,1.616319057815846,6290.175,721.4830725,5568.6919275,0.0,1.0,0.0
39116.39,5,29.34,615.0,20400,36,1.9174700980392156,3259.6991666666668,956.3957355,2303.303431166667,1.0,0.0,0.0
50968.81,22,10.98,724.0,37700,36,1.351957824933687,4247.400833333333,466.3646115,3781.036221833333,1.0,0.0,0.0
33674.74,37,28.36,646.0,34000,36,0.9904335294117647,2806.228333333333,795.8463553333333,2010.3819779999997,0.0,1.0,0.0
51522.15,1,9.92,780.0,34800,60,1.480521551724138,4293.5125,425.91643999999997,3867.59606,1.0,0.0,0.0
112628.87,35,21.16,690.0,31400,36,3.586906687898089,9385.739166666666,1986.0224076666666,7399.716759,1.0,0.0,0.0
30029.91,22,26.65,597.0,34700,36,0.8654152737752161,2502.4925,666.9142512499999,1835.57824875,1.0,0.0,0.0
24733.69,7,11.5,639.0,23800,36,1.0392306722689075,2061.1408333333334,237.03119583333336,1824.1096375,1.0,0.0,0.0
84405.43,8,32.46,619.0,49900,60,1.6914915831663326,7033.785833333332,2283.1668815,4750.618951833332,0.0,0.0,1.0
97346.15,38,9.71,774.0,22200,36,4.3849617117117115,8112.179166666666,787.6925970833333,7324.486569583332,1.0,0.0,0.0
55879.83,21,0.0,652.0,48700,36,1.14742977412731,4656.6525,0.0,4656.6525,1.0,0.0,0.0
126167.17,15,10.0,604.0,25400,36,4.967211417322835,10513.930833333334,1051.3930833333334,9462.53775,0.0,0.0,1.0
120296.77,18,10.49,723.0,18800,36,6.398764361702128,10024.730833333333,1051.5942644166666,8973.136568916667,0.0,0.0,1.0
83226.07,18,14.41,702.0,18400,36,4.52315597826087,6935.505833333334,999.4063905833334,5936.09944275,0.0,0.0,1.0
